182
23/24,2/3
23/24,3/4
23/24,5/6
23/24,11/12
11/24,0
13/24,0
3/8,0
7/24,0
5/24,0
1/8,0
1/24,0
0,1/12
13/24,1
11/24,1
0,1/6
3/8,1
0,1/4
7/24,1
0,1/3
5/24,1
0,5/12
1/8,1
0,1/2
1/24,1
0,7/12
0,2/3
0,3/4
0,5/6
0,11/12
5/8,0
17/24,0
19/24,0
7/8,0
23/24,0
1,1/12
5/8,1
1,1/6
17/24,1
1,1/4
19/24,1
1,1/3
7/8,1
1,5/12
23/24,1
1,1/2
1,7/12
1,2/3
1,3/4
1,5/6
1,11/12
0,0
0,1
1,0
1,1
156
4 132 133 0 1
4 134 132 1 2
4 135 134 2 3
4 136 135 3 4
4 137 136 4 5
4 138 137 5 6
4 178 138 6 139
4 0 7 8 1
4 7 9 10 8
4 9 11 12 10
4 11 13 14 12
4 13 15 16 14
4 15 17 18 16
4 17 19 20 18
4 19 21 22 20
4 21 23 24 22
4 23 25 26 24
4 25 140 141 26
4 2 1 8 27
4 3 2 27 28
4 4 3 28 29
4 5 4 29 30
4 6 5 30 31
4 142 139 6 31
4 32 27 8 10
4 33 32 10 12
4 34 33 12 14
4 35 34 14 16
4 36 35 16 18
4 37 36 18 20
4 38 37 20 22
4 39 38 22 24
4 40 39 24 26
4 141 143 40 26
4 28 27 32 41
4 29 28 41 42
4 30 29 42 43
4 31 30 43 44
4 144 142 31 44
4 45 41 32 33
4 46 45 33 34
4 47 46 34 35
4 48 47 35 36
4 49 48 36 37
4 50 49 37 38
4 51 50 38 39
4 52 51 39 40
4 143 145 52 40
4 42 41 45 53
4 43 42 53 54
4 44 43 54 55
4 146 144 44 55
4 56 53 45 46
4 57 56 46 47
4 58 57 47 48
4 59 58 48 49
4 60 59 49 50
4 61 60 50 51
4 62 61 51 52
4 145 147 62 52
4 54 53 56 63
4 55 54 63 64
4 148 146 55 64
4 65 63 56 57
4 66 65 57 58
4 67 66 58 59
4 68 67 59 60
4 69 68 60 61
4 70 69 61 62
4 147 149 70 62
4 64 63 65 71
4 150 148 64 71
4 72 71 65 66
4 73 72 66 67
4 74 73 67 68
4 75 74 68 69
4 76 75 69 70
4 149 151 76 70
4 152 150 71 72
4 153 152 72 73
4 154 153 73 74
4 155 154 74 75
4 156 155 75 76
4 151 179 156 76
4 133 157 77 0
4 157 158 78 77
4 158 159 79 78
4 159 160 80 79
4 160 161 81 80
4 161 180 162 81
4 7 0 77 82
4 9 7 82 83
4 11 9 83 84
4 13 11 84 85
4 15 13 85 86
4 17 15 86 87
4 19 17 87 88
4 21 19 88 89
4 23 21 89 90
4 25 23 90 91
4 163 140 25 91
4 92 82 77 78
4 93 92 78 79
4 94 93 79 80
4 95 94 80 81
4 162 164 95 81
4 83 82 92 96
4 84 83 96 97
4 85 84 97 98
4 86 85 98 99
4 87 86 99 100
4 88 87 100 101
4 89 88 101 102
4 90 89 102 103
4 91 90 103 104
4 165 163 91 104
4 105 96 92 93
4 106 105 93 94
4 107 106 94 95
4 164 166 107 95
4 97 96 105 108
4 98 97 108 109
4 99 98 109 110
4 100 99 110 111
4 101 100 111 112
4 102 101 112 113
4 103 102 113 114
4 104 103 114 115
4 167 165 104 115
4 116 108 105 106
4 117 116 106 107
4 166 168 117 107
4 109 108 116 118
4 110 109 118 119
4 111 110 119 120
4 112 111 120 121
4 113 112 121 122
4 114 113 122 123
4 115 114 123 124
4 169 167 115 124
4 125 118 116 117
4 168 170 125 117
4 119 118 125 126
4 120 119 126 127
4 121 120 127 128
4 122 121 128 129
4 123 122 129 130
4 124 123 130 131
4 171 169 124 131
4 170 172 126 125
4 172 173 127 126
4 173 174 128 127
4 174 175 129 128
4 175 176 130 129
4 176 177 131 130
4 177 181 171 131
1/12,0
1/12,1/12
1/12,0
1/12,1/12
1/12,0
1/12,1/12
1/12,0
0,0
0,1/12
1/12,0
1/12,1/12
0,0
0,1/12
1/12,0
1/12,1/12
0,0
0,1/12
1/12,0
1/12,1/12
0,0
0,1/12
1/12,0
1/12,1/12
0,0
0,1/12
1/12,0
1/12,1/12
0,0
0,1/12
0,0
0,1/12
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
1/12,1/12
1/12,0
1/12,1/12
1/12,0
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,0
0,1/12
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
1/12,1/12
1/12,0
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
1/12,1/12
1/12,0
1/12,1/12
1/12,0
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,0
0,1/12
0,0
0,1/12
1/12,0
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
1/12,1/12
1/12,0
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,0
0,1/12
1/12,0
0,0
1/12,0
0,0
1/12,0
0,0
1/12,0
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
1/12,1/12
0,1/12
0,0
0,0
0,1/12
0,0
0,1/12
0,0
1/12,1/24
0,0
0,1/12
0,1/24
0,0
1/12,1/24
0,1/12
0,1/24
0,0
1/12,1/24
0,1/12
0,1/24
0,0
1/12,1/24
0,1/24
1/12,1/24
0,1/24
1/12,1/24
0,1/12
0,0
0,1/12
0,0
0,1/12
1/12,1/24
0,1/12
0,1/24
0,0
1/12,1/24
0,1/12
0,1/24
0,0
1/12,1/24
0,1/12
0,1/24
1/12,1/24
0,1/24
1/12,1/24
0,1/24
1/12,1/24
0,1/24
0,1/24
0,1/24
0,1/24
