196
1,5/13
12/13,1
1,6/13
1,7/13
1,8/13
1,9/13
1,10/13
1,11/13
1,12/13
0,0
0,1
1,0
1,1
169
4 144 145 0 1
4 146 144 1 2
4 147 146 2 3
4 148 147 3 4
4 149 148 4 5
4 150 149 5 6
4 192 150 6 151
4 0 7 8 1
4 7 9 10 8
4 9 11 12 10
4 11 13 14 12
4 13 15 16 14
4 15 17 18 16
4 17 19 20 18
4 19 21 22 20
4 21 23 24 22
4 23 25 26 24
4 25 27 28 26
4 27 152 153 28
4 2 1 8 29
4 3 2 29 30
4 4 3 30 31
4 5 4 31 32
4 6 5 32 33
4 154 151 6 33
4 34 29 8 10
4 35 34 10 12
4 36 35 12 14
4 37 36 14 16
4 38 37 16 18
4 39 38 18 20
4 40 39 20 22
4 41 40 22 24
4 42 41 24 26
4 43 42 26 28
4 153 155 43 28
4 30 29 34 44
4 31 30 44 45
4 32 31 45 46
4 33 32 46 47
4 156 154 33 47
4 48 44 34 35
4 49 48 35 36
4 50 49 36 37
4 51 50 37 38
4 52 51 38 39
4 53 52 39 40
4 54 53 40 41
4 55 54 41 42
4 56 55 42 43
4 155 157 56 43
4 45 44 48 57
4 46 45 57 58
4 47 46 58 59
4 158 156 47 59
4 60 57 48 49
4 61 60 49 50
4 62 61 50 51
4 63 62 51 52
4 64 63 52 53
4 65 64 53 54
4 66 65 54 55
4 67 66 55 56
4 157 159 67 56
4 58 57 60 68
4 59 58 68 69
4 160 158 59 69
4 70 68 60 61
4 71 70 61 62
4 72 71 62 63
4 73 72 63 64
4 74 73 64 65
4 75 74 65 66
4 76 75 66 67
4 159 161 76 67
4 69 68 70 77
4 162 160 69 77
4 78 77 70 71
4 79 78 71 72
4 80 79 72 73
4 81 80 73 74
4 82 81 74 75
4 83 82 75 76
4 161 163 83 76
4 164 162 77 78
4 165 164 78 79
4 166 165 79 80
4 167 166 80 81
4 168 167 81 82
4 169 168 82 83
4 163 193 169 83
4 145 170 84 0
4 170 171 85 84
4 171 172 86 85
4 172 173 87 86
4 173 174 88 87
4 174 194 175 88
4 7 0 84 89
4 9 7 89 90
4 11 9 90 91
4 13 11 91 92
4 15 13 92 93
4 17 15 93 94
4 19 17 94 95
4 21 19 95 96
4 23 21 96 97
4 25 23 97 98
4 27 25 98 99
4 176 152 27 99
4 100 89 84 85
4 101 100 85 86
4 102 101 86 87
4 103 102 87 88
4 175 177 103 88
4 90 89 100 104
4 91 90 104 105
4 92 91 105 106
4 93 92 106 107
4 94 93 107 108
4 95 94 108 109
4 96 95 109 110
4 97 96 110 111
4 98 97 111 112
4 99 98 112 113
4 178 176 99 113
4 114 104 100 101
4 115 114 101 102
4 116 115 102 103
4 177 179 116 103
4 105 104 114 117
4 106 105 117 118
4 107 106 118 119
4 108 107 119 120
4 109 108 120 121
4 110 109 121 122
4 111 110 122 123
4 112 111 123 124
4 113 112 124 125
4 180 178 113 125
4 126 117 114 115
4 127 126 115 116
4 179 181 127 116
4 118 117 126 128
4 119 118 128 129
4 120 119 129 130
4 121 120 130 131
4 122 121 131 132
4 123 122 132 133
4 124 123 133 134
4 125 124 134 135
4 182 180 125 135
4 136 128 126 127
4 181 183 136 127
4 129 128 136 137
4 130 129 137 138
4 131 130 138 139
4 132 131 139 140
4 133 132 140 141
4 134 133 141 142
4 135 134 142 143
4 184 182 135 143
4 183 185 137 136
4 185 186 138 137
4 186 187 139 138
4 187 188 140 139
4 188 189 141 140
4 189 190 142 141
4 190 191 143 142
4 191 195 184 143
1/13,0
1/13,1/13
1/13,0
1/13,1/13
1/13,0
1/13,1/13
1/13,0
0,0
0,1/13
1/13,0
1/13,1/13
0,0
0,1/13
1/13,0
1/13,1/13
0,0
0,1/13
1/13,0
1/13,1/13
0,0
0,1/13
1/13,0
1/13,1/13
0,0
0,1/13
1/13,0
1/13,1/13
0,0
0,1/13
0,0
0,1/13
0,0
0,1/13
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,1/13
1/13,0
1/13,1/13
1/13,0
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
0,0
0,1/13
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,1/13
1/13,0
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,1/13
1/13,0
1/13,1/13
1/13,0
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
0,0
0,1/13
0,0
0,1/13
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,1/13
1/13,0
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
0,0
0,1/13
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
0,1/13
0,0
0,0
0,1/13
0,0
0,1/13
0,0
1/13,1/13
1/13,0
1/13,1/13
0,1/13
1/13,0
1/13,1/13
1/13,1/13
0,1/13
1/13,0
1/13,1/13
1/13,1/13
0,1/13
1/13,0
1/13,1/13
0,1/13
1/13,1/13
0,1/13
1/13,1/13
0,1/13
0,1/13
0,0
0,1/13
0,0
0,1/13
1/13,0
1/13,1/13
0,0
1/13,0
1/13,0
1/13,1/13
0,0
1/13,0
1/13,0
1/13,1/13
0,0
1/13,0
0,0
1/13,0
0,0
1/13,0
0,0
0,1/13
1/13,1/13
0,0
1/13,0
